&METADATA_NAMELIST
startdate = "200704010000"
enddate = "201012310000"
loop_for_a_while = 0
output_dir = ""
Latitude = 33.02
Longitude = 91.96
Forcing_Timestep = 86400
Noahlsm_Timestep = 86400
Sea_ice_point = .FALSE.
Soil_layer_thickness = 0.045 0.046 0.075 0.123 0.204 0.336 0.371 0.3 0.5 0.5 0.7 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 2.0
Soil_Temperature = 273.4 271.6 271.2 270.8 270.2 269.4 268.7 268.4 267.5 268.5 270.5 271.0 271.4 271.6 271.7 271.8 271.8 271.9 271.8 271.9
Soil_Moisture = 0.104 0.22 0.247 0.222 0.276 0.247 0.238 0.223 0.205 0.169 0.337 0.337 0.337 0.094 0.109 0.121 0.131 0.15 0.164 0.173
Soil_Liquid = 0.104 0.099 0.104 0.084 0.052 0.03 0.003 0.01 0.031 0.057 0.035 0.039 0.042 0.016 0.017 0.018 0.019 0.021 0.023 0.024
Soil_htype = 7 7 7 7 9 7 7 7 7 7 12 12 12 13 13 13 13 13 13 13
Skin_Temperature = 271.241
Canopy_water = 0
Snow_depth = 0
Snow_equivalent = 0
Deep_Soil_Temperature = 272.43
Landuse_dataset = "USGS"
Soil_type_index = 3
Vegetation_type_index = 9
Urban_veg_category = 1
glacial_veg_category = 24
Slope_type_index = 3
Max_snow_albedo = 0.75
Air_temperature_level = 2.0
Wind_level = 10.0
Green_Vegetation_Min = 0.01
Green_Vegetation_Max = 0.96
Usemonalb = .FALSE.
Rdlai2d = .FALSE.
sfcdif_option = 1
iz0tlnd = 0
Albedo_monthly = 0.18 0.17 0.16 0.15 0.15 0.15 0.15 0.16 0.16 0.17 0.17 0.18
Shdfac_monthly = 0.01 0.02 0.07 0.17 0.27 0.58 0.93 0.96 0.65 0.24 0.11 0.02
lai_monthly = 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0
Z0brd_monthly = 0.02 0.02 0.025 0.03 0.035 0.036 0.035 0.03 0.027 0.025 0.02 0.02
/
------------------------------------------------------------------------------------------------------------------------------------------------------------
 UTC date/time        windspeed       wind dir         temperature      humidity        pressure           shortwave      longwave          precipitation
yyyy mm dd hh mi       m s{-1}        degrees               K               %             hPa               W m{-2}        W m{-2}          kg m{-2} s{-1}
------------------------------------------------------------------------------------------------------------------------------------------------------------
<Forcing>  This tag ("<Forcing>", not case sensitive) begins the section of forcing data.  The times have been converted from CST to UTC
2007 09 15 00 00     2.8534972857   249.0000000000   274.9887438554    67.2339001465   553.4000000000   257.1562500000   244.4687500000 0.0000796010031061
2007 09 16 00 00     4.0017473402   249.0000000000   272.1149939196    41.5185767784   553.4000000000   256.0625000000   227.4375000000 0.0000761287809615
2007 09 17 00 00     1.3827472158   249.0000000000   272.6362439080    44.3623000645   553.4000000000   231.1562500000   238.0312500000 0.0000000003104409
2007 09 18 00 00     3.7787473296   249.0000000000   275.0274938545    44.1415802099   553.4000000000   124.9375000000   283.2187500000 0.0000108510046428
2007 09 19 00 00     2.5862472730   249.0000000000   274.2112438728    38.7257245955   553.4000000000   246.6562500000   237.1875000000 0.0000328996152611
2007 09 20 00 00     1.7454972331   249.0000000000   274.4412438676    46.0810802977   553.4000000000   225.5625000000   246.0937500000 0.0000012155881915
2007 09 21 00 00     2.6569972764   249.0000000000   276.4912438218    55.1457052897   553.4000000000   299.3125000000   231.9375000000 0.0000430558650341
2007 09 22 00 00     2.0387472470   249.0000000000   274.7499938607    77.8763530703   553.4000000000   279.2500000000   234.9375000000 0.0001022572525997
2007 09 23 00 00     3.4912473160   249.0000000000   275.9874938331    73.0824307730   553.4000000000   227.0312500000   255.7187500000 0.0000196183655580
2007 09 24 00 00     2.5412472709   249.0000000000   277.8062437924    62.1903788803   553.4000000000   198.9687500000   271.0312500000 0.0000368926707274
2007 09 25 00 00     4.0939973446   249.0000000000   277.1974938060    70.3942116302   553.4000000000   250.2187500000   251.8750000000 0.0002213544721599
2007 09 26 00 00     2.7929972828   249.0000000000   277.1062438081    73.7308320460   553.4000000000    14.2812500000   330.0625000000 0.0000451391983208
2007 09 27 00 00     2.8669972863   249.0000000000   275.4849938443    77.6011842267   553.4000000000   190.4687500000   264.1875000000 0.0000875003084851
2007 09 28 00 00     2.6697472769   249.0000000000   276.6749938177    73.6149396577   553.4000000000   171.0625000000   274.9062500000 0.0000668405867247
2007 09 29 00 00     2.3799972632   249.0000000000   275.9474938340    78.0700760025   553.4000000000   132.1875000000   284.7812500000 0.0000831600308043
2007 09 30 00 00     2.7187472793   249.0000000000   275.7299938388    68.7132621932   553.4000000000   139.5000000000   279.7500000000 0.0000656253089741
2007 10 01 00 00     3.7862473300   249.0000000000   276.0787438310    53.7018786572   551.7800000000   126.7500000000   284.0937500000 0.0000037329492463
2007 10 02 00 00     4.2222473507   249.0000000000   274.7462438608    50.7058242169   551.7800000000   148.5937500000   269.5625000000 0.0000046010047825
2007 10 03 00 00     3.1202472984   249.0000000000   274.3962438686    51.2170674485   551.7800000000   251.6250000000   229.4687500000 0.0000006947548698
2007 10 04 00 00     3.3964973115   249.0000000000   276.5924938195    50.7785741928   551.7800000000   121.9375000000   287.4062500000 0.0000003475326554
2007 10 05 00 00     2.7644972815   249.0000000000   276.2862438264    54.2648361427   551.7800000000    13.6562500000   326.1562500000 0.0000003475326554
2007 10 06 00 00     2.5419972709   249.0000000000   276.6924938173    51.4271110199   551.7800000000    17.2812500000   326.6875000000 0.0000003475326554
2007 10 07 00 00     4.2657473528   249.0000000000   278.6087437745    43.2799196558   551.7800000000   103.0312500000   301.6562500000 0.0000001739215481
2007 10 08 00 00     4.6149973694   249.0000000000   277.6924937949    49.7769934914   551.7800000000   155.6875000000   277.2187500000 0.0000002607271017
2007 10 09 00 00     3.8187473315   249.0000000000   276.1187438301    61.1474954911   551.7800000000   110.7812500000   288.3125000000 0.0000006947548698
2007 10 10 00 00     4.0547473427   249.0000000000   275.4749938445    44.8007192199   551.7800000000    20.6250000000   319.4375000000 0.0000001739215481
2007 10 11 00 00     4.1474973471   249.0000000000   274.0949938754    34.1453891201   551.7800000000   165.5625000000   253.9687500000 0.0000000003104409
2007 10 12 00 00     3.1969973020   249.0000000000   273.0487438988    34.8139426024   551.7800000000   176.4062500000   244.7187500000 0.0000001739215481
2007 10 13 00 00     4.1352473466   249.0000000000   273.6962438843    27.9815156232   551.7800000000   138.9375000000   261.1562500000 0.0000000003104409
2007 10 14 00 00     2.5524972714   249.0000000000   271.7437439279    53.1199163564   551.7800000000   175.5625000000   241.1875000000 0.0000003475326554
2007 10 15 00 00     2.4382472660   249.0000000000   270.8349939482    52.7866686816   551.7800000000   194.0937500000   228.7812500000 0.0000050350325506
2007 10 16 00 00     2.2584972574   249.0000000000   272.0537439210    58.9055012728   551.7800000000   212.5625000000   227.3750000000 0.0000019100326204
2007 10 17 00 00     3.8939973351   249.0000000000   271.7612439275    41.6882989933   551.7800000000   252.4687500000   206.1875000000 0.0000007815604234
2007 10 18 00 00     2.9872472921   249.0000000000   269.7499939725    29.9041095064   551.7800000000   254.1875000000   194.8125000000 0.0000035593381391
2007 10 19 00 00     3.9097473359   249.0000000000   267.5224940222    55.9676938858   551.7800000000   243.5625000000   195.7500000000 0.0000000003104409
2007 10 20 00 00     2.5547472715   249.0000000000   264.9724940792    40.5313556234   551.7800000000   251.2187500000   181.0937500000 0.0000006947548698
2007 10 21 00 00     1.8364972374   249.0000000000   265.1637440750    36.9452428718   551.7800000000   252.2500000000   181.0625000000 0.0000050350325506
2007 10 22 00 00     3.1554973000   249.0000000000   264.7262440848    65.5770099357   551.7800000000   197.1250000000   202.2500000000 0.0000084204491416
2007 10 23 00 00     3.4474973139   249.0000000000   263.6762441082    45.9337543514   551.7800000000   179.9375000000   204.5312500000 0.0000000871159945
2007 10 24 00 00     3.4692473149   249.0000000000   265.7999940608    39.5707354598   551.7800000000    97.4687500000   243.6562500000 0.0000000003104409
2007 10 25 00 00     4.6129973693   249.0000000000   268.0074940114    31.7155057638   551.7800000000   108.0937500000   246.4687500000 0.0000000003104409
2007 10 26 00 00     5.2274973984   249.0000000000   267.9499940127    33.2064356889   551.7800000000   207.2500000000   203.2187500000 0.0000000003104409
2007 10 27 00 00     5.1822473963   249.0000000000   268.2724940055    30.8005437746   551.7800000000    19.3125000000   286.2812500000 0.0000000003104409
2007 10 28 00 00     4.5672473671   249.0000000000   266.8224940379    29.2064295672   551.7800000000   174.5937500000   211.1250000000 0.0000000871159945
2007 10 29 00 00     3.1089972978   249.0000000000   266.0687440548    35.1629109842   551.7800000000   234.2187500000   183.4375000000 0.0000003475326554
2007 10 30 00 00     3.4289973130   249.0000000000   266.5137440448    22.2745034773   551.7800000000   241.2500000000   180.8125000000 0.0000000003104409
2007 10 31 00 00     2.1394972518   249.0000000000   264.2649940951    34.1616216301   551.7800000000   192.4687500000   194.9687500000 0.0000000003104409
2007 11 01 00 00     2.3002472594   249.0000000000   263.7487441066    25.7038671094   549.1200000000   219.9062500000   176.4062500000 0.0000000003104409
2007 11 02 00 00     4.0977473448   249.0000000000   263.7374941069    11.3978295078   549.1200000000   231.1250000000   169.5312500000 0.0000000003104409
2007 11 03 00 00     4.3397473563   249.0000000000   263.0387441225    15.2643469802   549.1200000000   175.4687500000   194.1250000000 0.0000000003104409
2007 11 04 00 00     2.9464972901   249.0000000000   264.2387440957    41.0762024414   549.1200000000   202.7500000000   186.7812500000 0.0000000003104409
2007 11 05 00 00     3.1289972988   249.0000000000   266.3799940478    26.0450685512   549.1200000000   188.6250000000   197.3125000000 0.0000013891992987
2007 11 06 00 00     2.7279972797   249.0000000000   263.7949941056     8.8297987383   549.1200000000   171.6562500000   194.6250000000 0.0000000003104409
2007 11 07 00 00     2.6987472783   249.0000000000   262.6774941306    37.7884597096   549.1200000000    69.8437500000   239.5625000000 0.0000000003104409
2007 11 08 00 00     1.7599972337   249.0000000000   264.7212440849    63.2018504923   549.1200000000    83.8750000000   241.9062500000 0.0000221357266128
2007 11 09 00 00     1.8499972380   249.0000000000   261.8137441499    80.7874577034   549.1200000000   111.3750000000   218.8125000000 0.0000105905879819
2007 11 10 00 00     1.1019972025   249.0000000000   259.4262442032    90.0136338648   549.1200000000   180.3437500000   180.5937500000 0.0000067711436229
2007 11 11 00 00     1.0457471998   249.0000000000   258.9724942134    87.7724553623   549.1200000000   178.4687500000   179.0312500000 0.0000089412824632
2007 11 12 00 00     2.1709972533   249.0000000000   255.7824942847    83.1051467199   549.1200000000   125.2187500000   190.3750000000 0.0000006947548698
2007 11 13 00 00     1.5407472233   249.0000000000   255.1499942988    76.7331661562   549.1200000000   168.9687500000   168.9375000000 0.0000000003104409
2007 11 14 00 00     1.9687472437   249.0000000000   257.9862442354    86.7900953811   549.1200000000    56.0000000000   227.1250000000 0.0000024308659421
2007 11 15 00 00     2.7684972816   249.0000000000   256.9774942580    83.0086775285   549.1200000000    98.9062500000   204.4062500000 0.0000000003104409
2007 11 16 00 00     3.8322473322   249.0000000000   258.3074942282    59.6368702213   549.1200000000   170.4375000000   175.1875000000 0.0000000003104409
2007 11 17 00 00     2.7007472784   249.0000000000   257.1462442542    52.7412190954   549.1200000000   177.4375000000   168.3437500000 0.0000001739215481
2007 11 18 00 00     3.7169973267   249.0000000000   257.0062442573    49.6863132483   549.1200000000   172.5000000000   169.5937500000 0.0000000003104409
2007 11 19 00 00     3.0549972953   249.0000000000   258.2412442297    49.4874008499   549.1200000000   143.0312500000   186.1250000000 0.0000008683659770
2007 11 20 00 00     3.5242473175   249.0000000000   259.7274941965    49.6934291434   549.1200000000   140.8125000000   190.3437500000 0.0000000003104409
2007 11 21 00 00     2.3199972604   249.0000000000   257.4712442469    54.3185819467   549.1200000000   136.7812500000   186.5000000000 0.0000000003104409
2007 11 22 00 00     3.5987473211   249.0000000000   256.5937442666    48.2104901573   549.1200000000   143.8125000000   178.0312500000 0.0000000003104409
2007 11 23 00 00     2.8227472842   249.0000000000   255.7574942852    39.9152357367   549.1200000000   127.7187500000   181.5937500000 0.0000000003104409
2007 11 24 00 00     2.9797472917   249.0000000000   257.4749942468    59.2178814800   549.1200000000   175.4062500000   168.4062500000 0.0000113718379645
2007 11 25 00 00     2.7962472830   249.0000000000   258.3599942271    43.7062804314   549.1200000000   116.4375000000   197.1562500000 0.0000008683659770
2007 11 26 00 00     3.6787473249   249.0000000000   257.7999942396    41.4086143461   549.1200000000   163.2500000000   170.5625000000 0.0000000003104409
2007 11 27 00 00     2.9089972883   249.0000000000   258.6587442204    59.4598585542   549.1200000000   166.8125000000   173.6875000000 0.0000032121159247
2007 11 28 00 00     3.7439973280   249.0000000000   257.7512442407    55.8909454286   549.1200000000   145.4375000000   178.7500000000 0.0000000003104409
2007 11 29 00 00     3.0597472955   249.0000000000   257.6412442431    51.7352387715   549.1200000000   168.4375000000   166.5937500000 0.0000000003104409
2007 11 30 00 00     4.5404973658   249.0000000000   259.3374942052    51.3377036283   549.1200000000   170.2500000000   168.6562500000 0.0000000003104409
2007 12 01 00 00     3.3569973096   249.0000000000   256.6899942644    33.0278678317   546.3000000000   132.0937500000   179.0312500000 0.0000000003104409
2007 12 02 00 00     2.8099972836   249.0000000000   259.1537442093    55.5999879143   546.3000000000   169.5625000000   169.3125000000 0.0000008683659770
2007 12 03 00 00     1.8394972375   249.0000000000   258.3249942278    68.8820745129   546.3000000000   132.6875000000   185.8437500000 0.0000019100326204
2007 12 04 00 00     3.4584973144   249.0000000000   255.1437442989    44.8300245270   546.3000000000   173.5312500000   154.1562500000 0.0000000003104409
2007 12 05 00 00     1.9327472420   249.0000000000   254.3487443167    21.9650741839   546.3000000000   180.0000000000   149.4687500000 0.0000000003104409
2007 12 06 00 00     2.1459972521   249.0000000000   256.8324942612     9.7398148707   546.3000000000   130.3750000000   179.0000000000 0.0000000003104409
2007 12 07 00 00     3.9964973400   249.0000000000   259.4849942019    61.0598229915   546.3000000000   157.3125000000   175.2500000000 0.0000010419770843
2007 12 08 00 00     3.5834973204   249.0000000000   258.7287442188    65.8445571965   546.3000000000   150.4375000000   175.9062500000 0.0000010419770843
2007 12 09 00 00     5.2624974001   249.0000000000   257.2874942510    52.5559649448   546.3000000000   103.0937500000   195.0937500000 0.0000000003104409
2007 12 10 00 00     1.8317472371   249.0000000000   258.5449942229    65.7948591604   546.3000000000     8.7187500000   249.2812500000 0.0000111114213036
2007 12 11 00 00     2.6884972778   249.0000000000   258.2999942284    76.0769280482   546.3000000000    19.0625000000   242.9062500000 0.0000123266990542
2007 12 12 00 00     4.3857473585   249.0000000000   255.7462442855    67.0836344665   546.3000000000   106.5937500000   187.6250000000 0.0000063371158548
2007 12 13 00 00     3.5814973203   249.0000000000   254.7012443088    67.6856893134   546.3000000000   115.6875000000   181.2812500000 0.0000000003104409
2007 12 14 00 00     3.7912473302   249.0000000000   256.0387442789    50.1286952255   546.3000000000   128.9062500000   178.0000000000 0.0000000003104409
2007 12 15 00 00     4.9127473835   249.0000000000   256.7162442638    38.8097610760   546.3000000000   130.0312500000   178.6250000000 0.0000000003104409
2007 12 16 00 00     3.9024973355   249.0000000000   255.0924943001    30.0656716947   546.3000000000   118.0625000000   177.1562500000 0.0000000003104409
2007 12 17 00 00     4.6647473717   249.0000000000   255.0462443011    38.3529182983   546.3000000000   171.8125000000   153.1250000000 0.0000000003104409
2007 12 18 00 00     4.3852473585   249.0000000000   256.9112442595    39.3233227525   546.3000000000   149.7812500000   167.5625000000 0.0000000003104409
2007 12 19 00 00     4.3557473571   249.0000000000   259.9112441924    31.6249045204   546.3000000000   104.5000000000   201.7812500000 0.0000000003104409
2007 12 20 00 00     3.7874973301   249.0000000000   257.8237442390    45.2314187216   546.3000000000   151.0312500000   170.2500000000 0.0000006947548698
2007 12 21 00 00     3.5377473182   249.0000000000   257.7812442400    35.6968953590   546.3000000000   136.7187500000   178.2187500000 0.0000000003104409
2007 12 22 00 00     5.6582474189   249.0000000000   258.3237442279    29.8267834973   546.3000000000    88.1875000000   204.9375000000 0.0000000003104409
2007 12 23 00 00     3.9869973395   249.0000000000   258.5887442219    20.2026571914   546.3000000000   119.9687500000   188.1250000000 0.0000000003104409
2007 12 24 00 00     4.5052473641   249.0000000000   258.4512442250    29.8118014000   546.3000000000   142.3125000000   176.4375000000 0.0000000003104409
2007 12 25 00 00     5.5769974151   249.0000000000   261.5549941556    11.2890205718   546.3000000000   116.1562500000   200.0625000000 0.0000004343382090
2007 12 26 00 00     6.5999974636   249.0000000000   264.5124940895    10.9421734511   546.3000000000    69.7187500000   236.9375000000 0.0000000003104409
2007 12 27 00 00     6.3142474500   249.0000000000   262.7499941289    16.4655789219   546.3000000000    84.7812500000   223.2812500000 0.0000000871159945
2007 12 28 00 00     5.7232474220   249.0000000000   260.9374941695    10.6019263192   546.3000000000    92.5937500000   212.0937500000 0.0000000003104409
2007 12 29 00 00     4.9954973874   249.0000000000   260.9049941702    19.0393139999   546.3000000000   101.2812500000   207.6562500000 0.0000000003104409
2007 12 30 00 00     6.1819974438   249.0000000000   260.9849941684    17.0544245059   546.3000000000   117.4375000000   198.9687500000 0.0000000003104409
2007 12 31 00 00     5.5894974156   249.0000000000   260.7424941738    19.1664146684   546.3000000000   171.3437500000   168.5312500000 0.0000000003104409
2008 01 01 00 00     3.9814973393   249.0000000000   259.9949941905    18.5534010437   543.4400000000   156.1875000000   172.3437500000 0.0000000003104409
2008 01 02 00 00     3.7482473282   249.0000000000   259.7537441959    18.2647117778   543.4400000000   165.4687500000   167.3125000000 0.0000000003104409
2008 01 03 00 00     4.0142473408   249.0000000000   257.5112442461    21.8300746004   543.4400000000   172.6875000000   158.2812500000 0.0000000003104409
2008 01 04 00 00     2.7019972785   249.0000000000   256.3249942725    25.6107820092   543.4400000000   172.0937500000   156.8125000000 0.0000000871159945
2008 01 05 00 00     4.1637473479   249.0000000000   257.7649942404    34.6665977361   543.4400000000   145.4687500000   174.1250000000 0.0000000003104409
2008 01 06 00 00     3.2757473058   249.0000000000   260.0074941902    37.0954418827   543.4400000000   153.0937500000   179.1250000000 0.0000000003104409
2008 01 07 00 00     5.2294973986   249.0000000000   260.2137441856    42.4287269530   543.4400000000   155.7187500000   177.8125000000 0.0000000003104409
2008 01 08 00 00     4.2114973502   249.0000000000   259.0574942115    32.4216159761   543.4400000000   152.6250000000   172.9062500000 0.0000000003104409
2008 01 09 00 00     4.0157473409   249.0000000000   261.6212441542    27.9282520085   543.4400000000   149.5625000000   184.1250000000 0.0000000003104409
2008 01 10 00 00     6.8442474752   249.0000000000   262.7699941285    16.8820588732   543.4400000000   146.7187500000   188.5625000000 0.0000000003104409
2008 01 11 00 00     5.8529974282   249.0000000000   260.3499941826    22.4523562583   543.4400000000    86.7187500000   214.4687500000 0.0000005211437626
2008 01 12 00 00     6.1227474410   249.0000000000   256.5412442677    29.2128840987   543.4400000000   152.7812500000   168.5937500000 0.0000000003104409
2008 01 13 00 00     3.0097472931   249.0000000000   258.6512442205    51.6262300150   543.4400000000   118.1875000000   194.5625000000 0.0000004343382090
2008 01 14 00 00     5.3352474036   249.0000000000   258.9874942131    29.2218147188   543.4400000000   149.5937500000   178.9062500000 0.0000004343382090
2008 01 15 00 00     5.7557474235   249.0000000000   259.3687442045    30.5404452944   543.4400000000   125.2187500000   194.5000000000 0.0000000003104409
2008 01 16 00 00     6.4834974581   249.0000000000   261.4487441580    31.8129871545   543.4400000000   162.2812500000   182.6875000000 0.0000000003104409
